Genome project	Gene stable ID	ID
strongyloides_stercoralis_prjeb528	SSTP_0000699200	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000699200	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000699200	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000700700	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000701000	
strongyloides_stercoralis_prjeb528	SSTP_0000701500	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000701850	PF00010
strongyloides_stercoralis_prjeb528	SSTP_0000702400	PF00153
strongyloides_stercoralis_prjeb528	SSTP_0000702900	
strongyloides_stercoralis_prjeb528	SSTP_0000703700	PF13843
strongyloides_stercoralis_prjeb528	SSTP_0000704300	
strongyloides_stercoralis_prjeb528	SSTP_0000704600	
strongyloides_stercoralis_prjeb528	SSTP_0000704700	
strongyloides_stercoralis_prjeb528	SSTP_0000704750	
strongyloides_stercoralis_prjeb528	SSTP_0000704800	
strongyloides_stercoralis_prjeb528	SSTP_0000705200	
strongyloides_stercoralis_prjeb528	SSTP_0000705900	
strongyloides_stercoralis_prjeb528	SSTP_0000706000	
strongyloides_stercoralis_prjeb528	SSTP_0000706100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000706900	
strongyloides_stercoralis_prjeb528	SSTP_0000707600	PF13358
strongyloides_stercoralis_prjeb528	SSTP_0000707700	PF02178
strongyloides_stercoralis_prjeb528	SSTP_0000708000	PF07679
strongyloides_stercoralis_prjeb528	SSTP_0000708100	PF00135
strongyloides_stercoralis_prjeb528	SSTP_0000708200	PF14214
strongyloides_stercoralis_prjeb528	SSTP_0000708500	
strongyloides_stercoralis_prjeb528	SSTP_0000708600	
strongyloides_stercoralis_prjeb528	SSTP_0000708700	
strongyloides_stercoralis_prjeb528	SSTP_0000710200	
strongyloides_stercoralis_prjeb528	SSTP_0000712600	PF03798
strongyloides_stercoralis_prjeb528	SSTP_0000717400	
strongyloides_stercoralis_prjeb528	SSTP_0000717600	
strongyloides_stercoralis_prjeb528	SSTP_0000718450	
strongyloides_stercoralis_prjeb528	SSTP_0000719800	
strongyloides_stercoralis_prjeb528	SSTP_0000719900	
strongyloides_stercoralis_prjeb528	SSTP_0000722800	PF00011
strongyloides_stercoralis_prjeb528	SSTP_0000722900	
strongyloides_stercoralis_prjeb528	SSTP_0000724200	
strongyloides_stercoralis_prjeb528	SSTP_0000724300	
strongyloides_stercoralis_prjeb528	SSTP_0000727300	
strongyloides_stercoralis_prjeb528	SSTP_0000727500	PF12894
strongyloides_stercoralis_prjeb528	SSTP_0000727500	PF00400
strongyloides_stercoralis_prjeb528	SSTP_0000727600	PF02268
strongyloides_stercoralis_prjeb528	SSTP_0000727600	PF02751
strongyloides_stercoralis_prjeb528	SSTP_0000728400	PF04280
strongyloides_stercoralis_prjeb528	SSTP_0000731700	
strongyloides_stercoralis_prjeb528	SSTP_0000731800	PF04155
strongyloides_stercoralis_prjeb528	SSTP_0000738900	
strongyloides_stercoralis_prjeb528	SSTP_0000739900	PF02434
strongyloides_stercoralis_prjeb528	SSTP_0000740000	PF00378
strongyloides_stercoralis_prjeb528	SSTP_0000740650	
strongyloides_stercoralis_prjeb528	SSTP_0000742200	
strongyloides_stercoralis_prjeb528	SSTP_0000749400	
strongyloides_stercoralis_prjeb528	SSTP_0000751300	PF00089
strongyloides_stercoralis_prjeb528	SSTP_0000753000	PF00270
strongyloides_stercoralis_prjeb528	SSTP_0000753000	PF16124
strongyloides_stercoralis_prjeb528	SSTP_0000753000	PF00271
strongyloides_stercoralis_prjeb528	SSTP_0000753900	PF02932
strongyloides_stercoralis_prjeb528	SSTP_0000754000	PF02931
strongyloides_stercoralis_prjeb528	SSTP_0000754000	PF02932
strongyloides_stercoralis_prjeb528	SSTP_0000754550	
strongyloides_stercoralis_prjeb528	SSTP_0000754600	
strongyloides_stercoralis_prjeb528	SSTP_0000755800	PF00735
strongyloides_stercoralis_prjeb528	SSTP_0000761500	
strongyloides_stercoralis_prjeb528	SSTP_0000762500	PF10601
strongyloides_stercoralis_prjeb528	SSTP_0000763350	
strongyloides_stercoralis_prjeb528	SSTP_0000765700	PF01780
strongyloides_stercoralis_prjeb528	SSTP_0000767100	PF01096
strongyloides_stercoralis_prjeb528	SSTP_0000767100	PF02150
strongyloides_stercoralis_prjeb528	SSTP_0000767700	PF04101
strongyloides_stercoralis_prjeb528	SSTP_0000768000	PF05347
strongyloides_stercoralis_prjeb528	SSTP_0000768300	PF10304
strongyloides_stercoralis_prjeb528	SSTP_0000768300	PF10363
strongyloides_stercoralis_prjeb528	SSTP_0000769100	PF00105
strongyloides_stercoralis_prjeb528	SSTP_0000769200	PF00104
strongyloides_stercoralis_prjeb528	SSTP_0000775700	PF00385
strongyloides_stercoralis_prjeb528	SSTP_0000778200	PF06052
strongyloides_stercoralis_prjeb528	SSTP_0000778300	PF00001
strongyloides_stercoralis_prjeb528	SSTP_0000778700	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0000779200	
strongyloides_stercoralis_prjeb528	SSTP_0000779700	PF12894
strongyloides_stercoralis_prjeb528	SSTP_0000786600	PF00858
strongyloides_stercoralis_prjeb528	SSTP_0000786700	
strongyloides_stercoralis_prjeb528	SSTP_0000787400	
strongyloides_stercoralis_prjeb528	SSTP_0000787600	PF10853
strongyloides_stercoralis_prjeb528	SSTP_0000790800	PF02518
strongyloides_stercoralis_prjeb528	SSTP_0000791000	
strongyloides_stercoralis_prjeb528	SSTP_0000791450	
strongyloides_stercoralis_prjeb528	SSTP_0000793200	PF15002
strongyloides_stercoralis_prjeb528	SSTP_0000794400	PF02463
strongyloides_stercoralis_prjeb528	SSTP_0000795100	PF10276
strongyloides_stercoralis_prjeb528	SSTP_0000798100	PF06220
strongyloides_stercoralis_prjeb528	SSTP_0000798500	PF06212
strongyloides_stercoralis_prjeb528	SSTP_0000798800	PF06645
strongyloides_stercoralis_prjeb528	SSTP_0000798900	
strongyloides_stercoralis_prjeb528	SSTP_0000803000	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000803200	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000803300	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000803600	PF00629
strongyloides_stercoralis_prjeb528	SSTP_0000803600	PF00041
strongyloides_stercoralis_prjeb528	SSTP_0000804600	PF01060
strongyloides_stercoralis_prjeb528	SSTP_0000806700	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000807300	PF07651
strongyloides_stercoralis_prjeb528	SSTP_0000807300	PF01608
strongyloides_stercoralis_prjeb528	SSTP_0000807600	PF00566
strongyloides_stercoralis_prjeb528	SSTP_0000807700	PF00566
strongyloides_stercoralis_prjeb528	SSTP_0000808600	
strongyloides_stercoralis_prjeb528	SSTP_0000811300	
strongyloides_stercoralis_prjeb528	SSTP_0000811400	PF17917
strongyloides_stercoralis_prjeb528	SSTP_0000811400	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000811400	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000811500	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000811500	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000811500	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000811700	
strongyloides_stercoralis_prjeb528	SSTP_0000811900	
strongyloides_stercoralis_prjeb528	SSTP_0000812100	
strongyloides_stercoralis_prjeb528	SSTP_0000814500	
strongyloides_stercoralis_prjeb528	SSTP_0000814600	PF00168
strongyloides_stercoralis_prjeb528	SSTP_0000815300	
strongyloides_stercoralis_prjeb528	SSTP_0000816400	PF01595
strongyloides_stercoralis_prjeb528	SSTP_0000816400	PF00571
strongyloides_stercoralis_prjeb528	SSTP_0000818100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000818100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000818100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000822000	PF09446
strongyloides_stercoralis_prjeb528	SSTP_0000822500	PF05160
strongyloides_stercoralis_prjeb528	SSTP_0000823400	PF00248
strongyloides_stercoralis_prjeb528	SSTP_0000823500	PF07713
strongyloides_stercoralis_prjeb528	SSTP_0000823500	PF01585
strongyloides_stercoralis_prjeb528	SSTP_0000823750	
strongyloides_stercoralis_prjeb528	SSTP_0000824700	
strongyloides_stercoralis_prjeb528	SSTP_0000826950	
strongyloides_stercoralis_prjeb528	SSTP_0000827000	
strongyloides_stercoralis_prjeb528	SSTP_0000827600	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000827700	
strongyloides_stercoralis_prjeb528	SSTP_0000827800	
strongyloides_stercoralis_prjeb528	SSTP_0000828000	
strongyloides_stercoralis_prjeb528	SSTP_0000829500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000829510	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000829600	
strongyloides_stercoralis_prjeb528	SSTP_0000829700	
strongyloides_stercoralis_prjeb528	SSTP_0000832700	
strongyloides_stercoralis_prjeb528	SSTP_0000832800	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000833400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000833500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000833600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000833900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000833900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000833900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000834000	
strongyloides_stercoralis_prjeb528	SSTP_0000834100	PF00058
strongyloides_stercoralis_prjeb528	SSTP_0000834100	PF00057
strongyloides_stercoralis_prjeb528	SSTP_0000835000	PF12796
strongyloides_stercoralis_prjeb528	SSTP_0000835000	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000837200	
strongyloides_stercoralis_prjeb528	SSTP_0000837300	
strongyloides_stercoralis_prjeb528	SSTP_0000839300	PF03489
strongyloides_stercoralis_prjeb528	SSTP_0000841000	PF07062
strongyloides_stercoralis_prjeb528	SSTP_0000841200	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000842300	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000842400	
strongyloides_stercoralis_prjeb528	SSTP_0000842500	
strongyloides_stercoralis_prjeb528	SSTP_0000842700	
strongyloides_stercoralis_prjeb528	SSTP_0000843200	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000843300	
strongyloides_stercoralis_prjeb528	SSTP_0000843400	PF00078
strongyloides_stercoralis_prjeb528	SSTP_0000843600	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000843700	
strongyloides_stercoralis_prjeb528	SSTP_0000844200	
strongyloides_stercoralis_prjeb528	SSTP_0000844700	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000844700	PF00665
strongyloides_stercoralis_prjeb528	SSTP_0000844800	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000844900	
strongyloides_stercoralis_prjeb528	SSTP_0000845400	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000845400	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000845400	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000845600	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000845600	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000845600	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000847800	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000847900	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000849100	PF10224
strongyloides_stercoralis_prjeb528	SSTP_0000851100	
strongyloides_stercoralis_prjeb528	SSTP_0000851700	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000851800	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000852100	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000852200	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000852400	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000852500	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000853500	PF00024
strongyloides_stercoralis_prjeb528	SSTP_0000853800	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000853900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000853900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000853900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000856800	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000856800	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000856800	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000858800	PF02931
strongyloides_stercoralis_prjeb528	SSTP_0000861200	
strongyloides_stercoralis_prjeb528	SSTP_0000861400	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0000861500	
strongyloides_stercoralis_prjeb528	SSTP_0000861600	
strongyloides_stercoralis_prjeb528	SSTP_0000861700	
strongyloides_stercoralis_prjeb528	SSTP_0000862200	
strongyloides_stercoralis_prjeb528	SSTP_0000863000	PF00596
strongyloides_stercoralis_prjeb528	SSTP_0000863600	
strongyloides_stercoralis_prjeb528	SSTP_0000865000	PF15982
strongyloides_stercoralis_prjeb528	SSTP_0000865400	
strongyloides_stercoralis_prjeb528	SSTP_0000865500	PF13450
strongyloides_stercoralis_prjeb528	SSTP_0000866200	
strongyloides_stercoralis_prjeb528	SSTP_0000866500	PF00337
strongyloides_stercoralis_prjeb528	SSTP_0000867400	
strongyloides_stercoralis_prjeb528	SSTP_0000867800	
strongyloides_stercoralis_prjeb528	SSTP_0000868100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000868300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000868500	
strongyloides_stercoralis_prjeb528	SSTP_0000868850	
strongyloides_stercoralis_prjeb528	SSTP_0000870100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000870100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000870100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000873800	PF07714
strongyloides_stercoralis_prjeb528	SSTP_0000874500	PF05970
strongyloides_stercoralis_prjeb528	SSTP_0000874600	
strongyloides_stercoralis_prjeb528	SSTP_0000876525	
strongyloides_stercoralis_prjeb528	SSTP_0000877200	PF00173
strongyloides_stercoralis_prjeb528	SSTP_0000877300	PF09799
strongyloides_stercoralis_prjeb528	SSTP_0000878000	PF00439
strongyloides_stercoralis_prjeb528	SSTP_0000878000	PF00505
strongyloides_stercoralis_prjeb528	SSTP_0000878100	
strongyloides_stercoralis_prjeb528	SSTP_0000878200	PF09741
strongyloides_stercoralis_prjeb528	SSTP_0000883900	
strongyloides_stercoralis_prjeb528	SSTP_0000884000	
strongyloides_stercoralis_prjeb528	SSTP_0000884500	PF00248
strongyloides_stercoralis_prjeb528	SSTP_0000884600	PF00248
strongyloides_stercoralis_prjeb528	SSTP_0000884700	PF00248
strongyloides_stercoralis_prjeb528	SSTP_0000884800	
strongyloides_stercoralis_prjeb528	SSTP_0000885300	PF05997
strongyloides_stercoralis_prjeb528	SSTP_0000886800	
strongyloides_stercoralis_prjeb528	SSTP_0000887200	PF00355
strongyloides_stercoralis_prjeb528	SSTP_0000887200	PF02921
strongyloides_stercoralis_prjeb528	SSTP_0000888100	PF01679
strongyloides_stercoralis_prjeb528	SSTP_0000889400	PF01722
strongyloides_stercoralis_prjeb528	SSTP_0000889700	PF01423
strongyloides_stercoralis_prjeb528	SSTP_0000890300	
strongyloides_stercoralis_prjeb528	SSTP_0000890400	
strongyloides_stercoralis_prjeb528	SSTP_0000891900	
strongyloides_stercoralis_prjeb528	SSTP_0000892000	
strongyloides_stercoralis_prjeb528	SSTP_0000892400	
strongyloides_stercoralis_prjeb528	SSTP_0000892500	
strongyloides_stercoralis_prjeb528	SSTP_0000896350	PF04135
strongyloides_stercoralis_prjeb528	SSTP_0000896950	
strongyloides_stercoralis_prjeb528	SSTP_0000897100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000897100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000897100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000900900	PF00433
strongyloides_stercoralis_prjeb528	SSTP_0000900900	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000904000	PF01490
strongyloides_stercoralis_prjeb528	SSTP_0000904500	PF08320
strongyloides_stercoralis_prjeb528	SSTP_0000905000	PF00107
strongyloides_stercoralis_prjeb528	SSTP_0000905000	PF08240
strongyloides_stercoralis_prjeb528	SSTP_0000905300	
strongyloides_stercoralis_prjeb528	SSTP_0000910200	PF00059
strongyloides_stercoralis_prjeb528	SSTP_0000910400	PF00076
strongyloides_stercoralis_prjeb528	SSTP_0000911800	
strongyloides_stercoralis_prjeb528	SSTP_0000912700	
strongyloides_stercoralis_prjeb528	SSTP_0000913900	PF00271
strongyloides_stercoralis_prjeb528	SSTP_0000913900	PF00270
strongyloides_stercoralis_prjeb528	SSTP_0000914000	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000914600	PF01507
strongyloides_stercoralis_prjeb528	SSTP_0000914700	
strongyloides_stercoralis_prjeb528	SSTP_0000915600	
strongyloides_stercoralis_prjeb528	SSTP_0000918000	PF05739
strongyloides_stercoralis_prjeb528	SSTP_0000919000	PF06246
strongyloides_stercoralis_prjeb528	SSTP_0000920800	
strongyloides_stercoralis_prjeb528	SSTP_0000921000	
strongyloides_stercoralis_prjeb528	SSTP_0000921500	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000921500	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000921500	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000921700	
strongyloides_stercoralis_prjeb528	SSTP_0000928100	PF00782
strongyloides_stercoralis_prjeb528	SSTP_0000932000	
strongyloides_stercoralis_prjeb528	SSTP_0000932500	PF13650
strongyloides_stercoralis_prjeb528	SSTP_0000932500	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000933100	
strongyloides_stercoralis_prjeb528	SSTP_0000933200	
strongyloides_stercoralis_prjeb528	SSTP_0000933300	
strongyloides_stercoralis_prjeb528	SSTP_0000933400	
strongyloides_stercoralis_prjeb528	SSTP_0000933600	
strongyloides_stercoralis_prjeb528	SSTP_0000933700	
strongyloides_stercoralis_prjeb528	SSTP_0000933800	
strongyloides_stercoralis_prjeb528	SSTP_0000934800	PF13918
strongyloides_stercoralis_prjeb528	SSTP_0000934800	PF00614
strongyloides_stercoralis_prjeb528	SSTP_0000934900	
strongyloides_stercoralis_prjeb528	SSTP_0000935000	
strongyloides_stercoralis_prjeb528	SSTP_0000935100	
strongyloides_stercoralis_prjeb528	SSTP_0000936900	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000936900	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000936900	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000937800	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000937800	PF00211
strongyloides_stercoralis_prjeb528	SSTP_0000937800	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0000937900	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0000937900	PF00211
strongyloides_stercoralis_prjeb528	SSTP_0000937900	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000938200	PF10317
strongyloides_stercoralis_prjeb528	SSTP_0000941200	PF02485
strongyloides_stercoralis_prjeb528	SSTP_0000941300	PF02485
strongyloides_stercoralis_prjeb528	SSTP_0000941400	PF02485
strongyloides_stercoralis_prjeb528	SSTP_0000942900	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000943000	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000943100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000943100	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000943100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000943200	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000943300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000943500	PF17919
strongyloides_stercoralis_prjeb528	SSTP_0000943525	
strongyloides_stercoralis_prjeb528	SSTP_0000943900	
strongyloides_stercoralis_prjeb528	SSTP_0000944000	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000944000	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000944000	PF13412
strongyloides_stercoralis_prjeb528	SSTP_0000944200	PF14214
strongyloides_stercoralis_prjeb528	SSTP_0000944300	
strongyloides_stercoralis_prjeb528	SSTP_0000945500	PF14634
strongyloides_stercoralis_prjeb528	SSTP_0000947000	
strongyloides_stercoralis_prjeb528	SSTP_0000947500	
strongyloides_stercoralis_prjeb528	SSTP_0000949200	
strongyloides_stercoralis_prjeb528	SSTP_0000951650	PF06747
strongyloides_stercoralis_prjeb528	SSTP_0000952700	
strongyloides_stercoralis_prjeb528	SSTP_0000954900	PF01926
strongyloides_stercoralis_prjeb528	SSTP_0000955300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000955400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000955600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000955610	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000955700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000957100	PF00328
strongyloides_stercoralis_prjeb528	SSTP_0000957200	PF00328
strongyloides_stercoralis_prjeb528	SSTP_0000961900	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000962000	
strongyloides_stercoralis_prjeb528	SSTP_0000962100	
strongyloides_stercoralis_prjeb528	SSTP_0000962200	PF00211
strongyloides_stercoralis_prjeb528	SSTP_0000962300	PF00069
strongyloides_stercoralis_prjeb528	SSTP_0000962300	PF00211
strongyloides_stercoralis_prjeb528	SSTP_0000962300	PF01094
strongyloides_stercoralis_prjeb528	SSTP_0000964600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000964700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965000	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965110	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965300	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965400	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965800	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965810	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000965900	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000966000	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000966010	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000966210	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000966220	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000966220	PF00431
strongyloides_stercoralis_prjeb528	SSTP_0000966600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000966700	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000967100	PF00431
strongyloides_stercoralis_prjeb528	SSTP_0000967100	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000967200	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000967300	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0000970500	PF01705
strongyloides_stercoralis_prjeb528	SSTP_0000973200	PF03054
strongyloides_stercoralis_prjeb528	SSTP_0000973200	PF20259
strongyloides_stercoralis_prjeb528	SSTP_0000973200	PF20258
strongyloides_stercoralis_prjeb528	SSTP_0000973300	
strongyloides_stercoralis_prjeb528	SSTP_0000973600	PF07162
strongyloides_stercoralis_prjeb528	SSTP_0000973700	
strongyloides_stercoralis_prjeb528	SSTP_0000979900	
strongyloides_stercoralis_prjeb528	SSTP_0000980500	PF10257
strongyloides_stercoralis_prjeb528	SSTP_0000980500	PF19314
strongyloides_stercoralis_prjeb528	SSTP_0000982500	PF14497
strongyloides_stercoralis_prjeb528	SSTP_0000982500	PF02798
strongyloides_stercoralis_prjeb528	SSTP_0000982600	PF14497
strongyloides_stercoralis_prjeb528	SSTP_0000982600	PF02798
strongyloides_stercoralis_prjeb528	SSTP_0000982700	PF12349
strongyloides_stercoralis_prjeb528	SSTP_0000984000	
strongyloides_stercoralis_prjeb528	SSTP_0000984100	PF01359
strongyloides_stercoralis_prjeb528	SSTP_0000984100	PF17906
strongyloides_stercoralis_prjeb528	SSTP_0000984200	PF00361
strongyloides_stercoralis_prjeb528	SSTP_0000984300	
strongyloides_stercoralis_prjeb528	SSTP_0000984400	
strongyloides_stercoralis_prjeb528	SSTP_0000984500	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000984600	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000984700	
strongyloides_stercoralis_prjeb528	SSTP_0000984900	
strongyloides_stercoralis_prjeb528	SSTP_0000985100	PF00067
strongyloides_stercoralis_prjeb528	SSTP_0000985200	PF00067
strongyloides_stercoralis_prjeb528	SSTP_0000985300	
strongyloides_stercoralis_prjeb528	SSTP_0000985700	PF17921
strongyloides_stercoralis_prjeb528	SSTP_0000986400	
strongyloides_stercoralis_prjeb528	SSTP_0000986700	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000987000	
strongyloides_stercoralis_prjeb528	SSTP_0000987100	
strongyloides_stercoralis_prjeb528	SSTP_0000987200	
strongyloides_stercoralis_prjeb528	SSTP_0000987300	
strongyloides_stercoralis_prjeb528	SSTP_0000987400	
strongyloides_stercoralis_prjeb528	SSTP_0000987600	
strongyloides_stercoralis_prjeb528	SSTP_0000987700	
strongyloides_stercoralis_prjeb528	SSTP_0000990100	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0000991100	PF00271
strongyloides_stercoralis_prjeb528	SSTP_0000991100	PF09382
strongyloides_stercoralis_prjeb528	SSTP_0000991100	PF00270
strongyloides_stercoralis_prjeb528	SSTP_0000991100	PF16124
strongyloides_stercoralis_prjeb528	SSTP_0000992000	
strongyloides_stercoralis_prjeb528	SSTP_0000992300	
strongyloides_stercoralis_prjeb528	SSTP_0000992500	PF10327
strongyloides_stercoralis_prjeb528	SSTP_0000992600	
strongyloides_stercoralis_prjeb528	SSTP_0000992700	PF10327
strongyloides_stercoralis_prjeb528	SSTP_0000994500	PF00059
strongyloides_stercoralis_prjeb528	SSTP_0000995000	PF13499
strongyloides_stercoralis_prjeb528	SSTP_0000996300	PF00858
strongyloides_stercoralis_prjeb528	SSTP_0000998000	PF01400
strongyloides_stercoralis_prjeb528	SSTP_0000998200	PF10403
strongyloides_stercoralis_prjeb528	SSTP_0000998300	
strongyloides_stercoralis_prjeb528	SSTP_0001006000	
strongyloides_stercoralis_prjeb528	SSTP_0001008600	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001008700	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001008800	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001009300	
strongyloides_stercoralis_prjeb528	SSTP_0001009700	PF00076
strongyloides_stercoralis_prjeb528	SSTP_0001010300	PF00004
strongyloides_stercoralis_prjeb528	SSTP_0001010400	PF13181
strongyloides_stercoralis_prjeb528	SSTP_0001010800	
strongyloides_stercoralis_prjeb528	SSTP_0001013900	
strongyloides_stercoralis_prjeb528	SSTP_0001014400	PF00246
strongyloides_stercoralis_prjeb528	SSTP_0001015000	PF03165
strongyloides_stercoralis_prjeb528	SSTP_0001015000	PF03166
strongyloides_stercoralis_prjeb528	SSTP_0001017300	
strongyloides_stercoralis_prjeb528	SSTP_0001017700	PF01682
strongyloides_stercoralis_prjeb528	SSTP_0001018000	
strongyloides_stercoralis_prjeb528	SSTP_0001019000	PF00188
strongyloides_stercoralis_prjeb528	SSTP_0001020400	
strongyloides_stercoralis_prjeb528	SSTP_0001020500	
strongyloides_stercoralis_prjeb528	SSTP_0001022500	PF01391
