HOG	selected_transcripts	exon_counts	protein_lengths	gene_counts	transcript_counts	worst_transcript	worst_pair	blast_pident	align_pident
N0.HOG0006745	SBOV2_22000.1, SCUR1_22530.1, SGUI1_22210.1, SHAE2_24700.1, SINT2_21660.1, SRDH2_21840.1, Smp_267020.1, EWB00_005761.2	5, 5, 5, 5, 5, 5, 5, 5	288, 288, 288, 288, 288, 288, 288, 288	2, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 1	SBOV2_22000.1	SBOV2_22000.1, SCUR1_22530.1	100.0	99.65277777777779
N0.HOG0006748	SBOV2_22360.1, SCUR1_22840.1, SGUI1_22520.2, SHAE2_25090.1, SINT2_21990.1, SRDH2_23400.1, Smp_305350.1, EWB00_007554	8, 15, 15, 15, 15, 15, 15, 9	542, 1474, 1454, 1462, 1449, 1373, 1397, 576	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 2, 1, 1, 1, 1, 1	SBOV2_22360.1	SBOV2_22360.1, SCUR1_22840.1	98.7	36.77069199457259
N0.HOG0006776	SBOV2_24600.1, SCUR1_25070.1, SGUI1_24800.1, SHAE2_27420.1, SINT2_24010.1, SRDH2_25450.1, Smp_124120.1, EWB00_004215	8, 8, 8, 8, 8, 8, 8, 8	623, 623, 623, 623, 623, 623, 623, 625	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 1, 1, 1, 1	SBOV2_24600.1	SBOV2_24600.1, SCUR1_25070.1	98.7	99.83948635634029
N0.HOG0006775	SBOV2_24450.1, SCUR1_24940.1, SGUI1_24660.1, SHAE2_27280.1, SINT2_23860.1, SRDH2_25330.1, Smp_124230.1, EWB00_005242.1	7, 7, 7, 7, 7, 7, 7, 6	339, 339, 339, 339, 339, 339, 339, 326	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	EWB00_005242.1	SBOV2_24450.1, EWB00_005242.1	99.4	92.03539823008849
N0.HOG0006774	SBOV2_24370.1, SCUR1_24870.1, SGUI1_24600.1, SHAE2_27160.1, SINT2_23800.1, SRDH2_25290.1, Smp_003900.1, EWB00_005247	7, 7, 7, 8, 7, 7, 7, 7	841, 1317, 1339, 1189, 1308, 1301, 1204, 1264	2, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 1	SBOV2_24370.1	SBOV2_24370.1, SHAE2_27160.1	90.9	61.143818334735066
N0.HOG0006773	SBOV2_24330.1, SCUR1_24830.1, SGUI1_24560.1, SHAE2_27120.1, SINT2_23760.1, SRDH2_25250.1, Smp_124290.1, EWB00_001132	1, 1, 1, 1, 2, 1, 1, 1	125, 125, 125, 125, 114, 128, 128, 128	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 1, 1, 1	SBOV2_24330.1	SBOV2_24330.1, SCUR1_24830.1	98.4	99.2
N0.HOG0006772	SBOV2_24030.1, SCUR1_24560.1, SGUI1_24290.1, SHAE2_26840.1, SINT2_23480.1, SRDH2_24980.1, Smp_159600.1, EWB00_001102.1	34, 34, 32, 34, 34, 34, 34, 34	1765, 1765, 1712, 1765, 1765, 1765, 1762, 1763	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	SINT2_23480.1	SINT2_23480.1, SRDH2_24980.1	93.6	15.977337110481587
N0.HOG0006771	SBOV2_24020.1, SCUR1_24550.1, SGUI1_24270.1, SHAE2_26830.1, SINT2_23470.1, SRDH2_24960.1, Smp_159590.1, EWB00_001100	1, 1, 1, 1, 1, 1, 1, 1	571, 571, 571, 571, 571, 573, 573, 575	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 1	SBOV2_24020.1	SBOV2_24020.1, SCUR1_24550.1	99.3	99.82486865148861
N0.HOG0006770	SBOV2_2400.1, SCUR1_2230.1, SGUI1_13820.1, SHAE2_2690.1, SINT2_2270.1, SRDH2_2430.1, Smp_153210.1, EWB00_007208	1, 1, 1, 1, 1, 1, 1, 2	482, 477, 480, 482, 305, 470, 468, 351	1, 1, 2, 1, 1, 1, 1, 1	1, 1, 2, 1, 1, 1, 1, 1	SINT2_2270.1	SINT2_2270.1, SRDH2_2430.1	70.9	56.38297872340425
N0.HOG0006768	SBOV2_23930.1, SCUR1_24440.1, SGUI1_24160.1, SHAE2_26740.1, SINT2_23360.1, SRDH2_24850.1, Smp_163240.1, EWB00_001088.1	7, 7, 7, 7, 7, 7, 7, 5	1194, 1209, 1205, 1184, 1189, 1196, 1192, 539	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	EWB00_001088.1	SGUI1_24160.1, EWB00_001088.1	62.4	46.97095435684647
N0.HOG0006767	SBOV2_23850.1, SCUR1_24320.1, SGUI1_24070.1, SHAE2_26660.1, SINT2_23260.1, SRDH2_24730.1, Smp_152300.1, EWB00_006997.1	1, 1, 1, 1, 1, 1, 1, 1	388, 388, 388, 388, 388, 388, 388, 384	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	EWB00_006997.1	SRDH2_24730.1, EWB00_006997.1	71.9	86.08247422680412
N0.HOG0006766	SBOV2_23820.1, SCUR1_24290.1, SGUI1_24030.1, SHAE2_26630.1, SINT2_23220.1, SRDH2_24760.1, Smp_336630.1, EWB00_006994	3, 3, 3, 4, 3, 3, 3, 3	2204, 2196, 2198, 2185, 2198, 2183, 2184, 2179	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 1, 1, 1	SHAE2_26630.1	SHAE2_26630.1, SINT2_23220.1	96.3	100.0
N0.HOG0006765	SBOV2_23800.1, SCUR1_24270.1, SGUI1_24020.1, SHAE2_26620.1, SINT2_23210.1, SRDH2_24720.1, Smp_319810.1, EWB00_006993	3, 1, 3, 3, 3, 3, 3, 4	2348, 1140, 2344, 2288, 2361, 2349, 2292, 2346	1, 2, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 1	SCUR1_24270.1	SCUR1_24270.1, EWB00_006993	59.9	48.209718670076725
N0.HOG0006764	SBOV2_23760.1, SCUR1_24250.1, SGUI1_24010.1, SHAE2_26610.1, SINT2_23200.1, SRDH2_24710.1, Smp_056280.1, EWB00_006992	6, 5, 5, 5, 5, 5, 5, 5	759, 740, 740, 736, 740, 698, 698, 709	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 1	SBOV2_23760.1	SBOV2_23760.1, SRDH2_24710.1	65.5	94.33465085638998
N0.HOG0006762	SBOV2_23650.1, SCUR1_24140.1, SGUI1_23900.1, SHAE2_26500.2, SINT2_23100.1, SRDH2_24600.1, Smp_152210.1, EWB00_001136	5, 5, 5, 5, 5, 5, 5, 5	592, 600, 600, 588, 603, 589, 589, 545	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 1, 1, 1, 1	SHAE2_26500.2	SCUR1_24140.1, SHAE2_26500.2	93.2	99.83333333333333
N0.HOG0006761	SBOV2_23450.1, SCUR1_23850.1, SGUI1_23610.1, SHAE2_26360.1, SINT2_22840.1, SRDH2_24330.1, Smp_171080.1, EWB00_002868.2	4, 4, 4, 4, 4, 4, 3, 2	250, 250, 250, 250, 250, 250, 244, 176	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	EWB00_002868.2	SCUR1_23850.1, EWB00_002868.2	61.3	54.800000000000004
N0.HOG0006760	SBOV2_23440.1, SCUR1_23840.1, SGUI1_23600.1, SHAE2_26350.1, SINT2_22830.1, SRDH2_24310.1, Smp_089700.1, EWB00_002869	9, 9, 9, 9, 9, 9, 9, 9	866, 866, 866, 866, 866, 866, 826, 818	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 1	EWB00_002869	SRDH2_24310.1, EWB00_002869	92.9	89.72286374133948
N0.HOG0006759	SBOV2_23420.1, SCUR1_23820.1, SGUI1_23580.1, SHAE2_26330.1, SINT2_22800.1, SRDH2_24280.1, Smp_171060.1, EWB00_009657.1	1, 1, 1, 1, 1, 1, 1, 2	291, 295, 290, 291, 295, 306, 329, 209	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	EWB00_009657.1	Smp_171060.1, EWB00_009657.1	53.8	60.48632218844985
N0.HOG0006758	SBOV2_23210.1, SCUR1_23630.1, SGUI1_23320.1, SHAE2_26120.1, SINT2_22640.1, SRDH2_24060.1, Smp_172850.1, EWB00_007076	3, 3, 3, 3, 3, 5, 3, 3	167, 167, 167, 161, 167, 197, 161, 172	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 1	SRDH2_24060.1	SRDH2_24060.1, EWB00_007076	88.8	77.15736040609137
N0.HOG0006757	SBOV2_22960.1, SCUR1_23350.1, SGUI1_23030.1, SHAE2_25760.1, SINT2_22480.1, SRDH2_23980.2, Smp_061100.1, EWB00_007083	5, 5, 5, 7, 5, 7, 7, 7	187, 227, 231, 211, 231, 249, 249, 239	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 1	SCUR1_23350.1	SCUR1_23350.1, EWB00_007083	75.9	66.10878661087865
N0.HOG0006756	SBOV2_22950.1, SCUR1_23340.1, SGUI1_23020.1, SHAE2_25750.1, SINT2_22470.1, SRDH2_23970.1, Smp_154970.1, EWB00_007084	3, 3, 5, 3, 5, 2, 3, 3	100, 100, 144, 100, 144, 80, 100, 100	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 1	SGUI1_23020.1	SGUI1_23020.1, SRDH2_23970.1	89.6	53.47222222222222
N0.HOG0006755	SBOV2_22890.1, SCUR1_23290.1, SGUI1_22950.1, SHAE2_25700.1, SINT2_22430.1, SRDH2_23930.1, Smp_168930.1, EWB00_007094	8, 8, 8, 5, 8, 8, 8, 8	731, 731, 733, 498, 643, 733, 733, 757	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 1, 1, 1	SHAE2_25700.1	SHAE2_25700.1, SRDH2_23930.1	89.6	64.12005457025921
N0.HOG0006754	SBOV2_22850.1, SCUR1_23250.1, SGUI1_22910.1, SHAE2_25660.1, SINT2_22390.1, SRDH2_23890.2, Smp_164180.1, EWB00_001555	1, 1, 1, 2, 1, 2, 2, 1	509, 501, 513, 559, 510, 549, 550, 401	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 1	EWB00_001555	SHAE2_25660.1, EWB00_001555	54.5	73.8819320214669
N0.HOG0006752	SBOV2_22780.1, SCUR1_23170.1, SGUI1_22860.1, SHAE2_25600.1, SINT2_22330.1, SRDH2_23840.1, Smp_070540.1, EWB00_001543	12, 9, 11, 10, 11, 9, 9, 7	385, 394, 397, 432, 426, 413, 413, 320	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 1, 1, 1, 1	EWB00_001543	SBOV2_22780.1, EWB00_001543	50.9	42.857142857142854
N0.HOG0006751	SBOV2_22760.1, SCUR1_23150.1, SGUI1_22840.1, SHAE2_25580.1, SINT2_22310.1, SRDH2_23810.2, Smp_213640.1, EWB00_001541	6, 6, 6, 6, 6, 7, 5, 6	441, 438, 437, 439, 438, 557, 367, 435	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 1	SRDH2_23810.2	SRDH2_23810.2, Smp_213640.1	100.0	65.70915619389586
N0.HOG0006750	SBOV2_22720.1, SCUR1_23110.1, SGUI1_22790.1, SHAE2_25540.1, SINT2_22270.1, SRDH2_23780.1, Smp_347660.1, EWB00_001536	6, 7, 7, 7, 7, 7, 7, 7	225, 303, 303, 303, 303, 305, 310, 302	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 1	SBOV2_22720.1	SBOV2_22720.1, SRDH2_23780.1	96.2	60.32786885245902
N0.HOG0006749	SBOV2_22390.1, SCUR1_22870.1, SGUI1_22540.1, SHAE2_25110.1, SINT2_21960.1, SRDH2_23370.1, Smp_087760.1, EWB00_007550.1	2, 3, 3, 3, 3, 3, 3, 3	104, 174, 174, 174, 174, 174, 174, 174	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 2	SBOV2_22390.1	SBOV2_22390.1, EWB00_007550.1	92.2	58.620689655172406
N0.HOG0006746	SBOV2_220.1, SCUR1_97720.1, SGUI1_270.1, SHAE2_220.1, SINT2_240.1, SRDH2_260.1, Smp_171740.1, EWB00_010208	31, 18, 31, 31, 31, 31, 31, 31	1861, 1046, 1856, 1867, 1856, 1846, 1846, 1849	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 1, 1	SCUR1_97720.1	SCUR1_97720.1, SHAE2_220.1	98.9	56.025709694697376
N0.HOG0006579	SBOV2_93650.1, SCUR1_93300.1, SGUI1_95000.1, SHAE2_100120.2, SINT2_92590.1, SRDH2_97980.1, Smp_041430.1, EWB00_000572	3, 5, 3, 3, 3, 3, 3, 3	247, 287, 247, 247, 247, 247, 247, 247	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 3, 1, 1, 1, 1	SCUR1_93300.1	SBOV2_93650.1, SCUR1_93300.1	99.6	82.22996515679442
N0.HOG0006575	SBOV2_93170.1, SCUR1_92880.2, SGUI1_94570.1, SHAE2_99530.1, SINT2_92110.1, SRDH2_97560.1, Smp_248080.1, EWB00_003038.1	2, 2, 2, 2, 2, 2, 1, 2	1085, 1084, 1083, 1085, 1088, 1090, 1068, 1085	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 2	Smp_248080.1	SRDH2_97560.1, Smp_248080.1	100.0	97.88990825688073
N0.HOG0006573	SBOV2_93050.1, SCUR1_92760.2, SGUI1_94440.1, SHAE2_99400.2, SINT2_92000.1, SRDH2_97400.1, Smp_140080.1, EWB00_005896.3	11, 11, 11, 11, 11, 11, 11, 11	530, 530, 530, 530, 530, 526, 526, 526	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 2	SBOV2_93050.1	SBOV2_93050.1, SCUR1_92760.2	99.4	99.81132075471699
N0.HOG0006408	SBOV2_73010.1, SCUR1_73090.1, SGUI1_74150.1, SHAE2_78290.1, SINT2_72130.1, SRDH2_75670.1, Smp_009020.1, EWB00_010925	2, 2, 2, 4, 2, 2, 2, 2	542, 543, 542, 553, 546, 542, 542, 538	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 2, 1, 1, 1, 1	SHAE2_78290.1	SBOV2_73010.1, SHAE2_78290.1	96.9	97.83001808318264
N0.HOG0006406	SBOV2_72950.1, SCUR1_73020.1, SGUI1_74090.1, SHAE2_78230.1, SINT2_72070.1, SRDH2_75610.1, Smp_009070.1, EWB00_010916	2, 2, 2, 2, 2, 2, 2, 2	588, 588, 588, 588, 588, 588, 588, 583	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 1, 1, 1, 1, 1	SBOV2_72950.1	SBOV2_72950.1, SCUR1_73020.1	99.7	99.82993197278913
N0.HOG0006405	SBOV2_72670.1, SCUR1_72670.1, SGUI1_73770.1, SHAE2_77920.1, SINT2_71760.1, SRDH2_75320.1, Smp_343090.1, EWB00_008104	2, 2, 2, 2, 2, 2, 2, 2	445, 445, 445, 445, 445, 447, 446, 434	1, 1, 2, 1, 1, 1, 1, 1	1, 1, 3, 1, 1, 1, 1, 1	EWB00_008104	SBOV2_72670.1, EWB00_008104	74.5	99.5505617977528
N0.HOG0006404	SBOV2_72660.2, SCUR1_72660.1, SGUI1_73760.1, SHAE2_77910.1, SINT2_71750.1, SRDH2_75310.1, Smp_027610.1, EWB00_008106.2	4, 4, 4, 4, 4, 4, 4, 4	231, 231, 231, 231, 231, 231, 231, 231	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 3	SBOV2_72660.2	SBOV2_72660.2, SCUR1_72660.1	100.0	99.56709956709958
N0.HOG0006403	SBOV2_72590.1, SCUR1_72570.1, SGUI1_73690.1, SHAE2_77840.1, SINT2_71670.2, SRDH2_75230.1, Smp_307060.1, EWB00_004546	16, 16, 16, 16, 16, 16, 16, 16	1383, 1383, 1383, 1383, 1380, 1386, 1381, 1356	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 2, 1, 1, 1	SBOV2_72590.1	SBOV2_72590.1, SCUR1_72570.1	99.9	99.92769342010122
N0.HOG0006402	SBOV2_72380.2, SCUR1_72370.1, SGUI1_73440.2, SHAE2_77590.1, SINT2_71450.1, SRDH2_72500.1, Smp_315840.1, EWB00_004527	12, 12, 12, 12, 12, 12, 12, 12	1629, 1629, 1629, 1629, 1629, 1629, 1629, 1627	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 2, 1, 1, 1, 1, 1	SRDH2_72500.1	SBOV2_72380.2, SRDH2_72500.1	88.3	99.87722529158994
N0.HOG0006401	SBOV2_72190.1, SCUR1_72170.2, SGUI1_73240.1, SHAE2_77410.1, SINT2_71270.1, SRDH2_72700.1, Smp_301730.1, EWB00_006617.1	2, 3, 4, 4, 4, 4, 2, 2	108, 132, 155, 139, 134, 153, 108, 106	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 2	SGUI1_73240.1	SGUI1_73240.1, EWB00_006617.1	78.8	67.0967741935484
N0.HOG0006399	SBOV2_72000.1, SCUR1_72020.1, SGUI1_73050.1, SHAE2_77220.1, SINT2_71060.2, SRDH2_72870.1, Smp_344280.1, EWB00_006594	5, 5, 5, 5, 5, 5, 5, 5	242, 242, 242, 242, 242, 242, 242, 221	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 2, 1, 1, 1	SHAE2_77220.1	SBOV2_72000.1, SHAE2_77220.1	97.9	99.17355371900827
N0.HOG0006398	SBOV2_71890.1, SCUR1_71910.1, SGUI1_72930.1, SHAE2_77050.1, SINT2_70940.1, SRDH2_72990.1, Smp_344250.1, EWB00_004981.1	5, 5, 5, 5, 5, 5, 5, 5	592, 593, 603, 592, 591, 613, 593, 593	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 2	SBOV2_71890.1	SBOV2_71890.1, SHAE2_77050.1	99.5	99.83108108108108
N0.HOG0006397	SBOV2_71820.1, SCUR1_71850.1, SGUI1_72870.1, SHAE2_76990.1, SINT2_70860.1, SRDH2_73070.1, Smp_149770.1, EWB00_000653	3, 3, 3, 3, 3, 3, 2, 4	887, 891, 885, 891, 888, 871, 799, 572	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 2, 1, 1	Smp_149770.1	SRDH2_73070.1, Smp_149770.1	91.8	92.65212399540758
N0.HOG0006396	SBOV2_71600.1, SCUR1_71560.1, SGUI1_72640.1, SHAE2_76660.1, SINT2_70590.1, SRDH2_73340.1, Smp_038700.1, EWB00_002705.2	9, 9, 9, 9, 9, 9, 9, 8	528, 528, 528, 528, 528, 527, 528, 501	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 2	EWB00_002705.2	Smp_038700.1, EWB00_002705.2	72.2	94.6969696969697
N0.HOG0006395	SBOV2_71550.1, SCUR1_71500.1, SGUI1_72580.1, SHAE2_76610.3, SINT2_70530.1, SRDH2_73400.3, Smp_312760.1, EWB00_002713.1	8, 8, 8, 8, 8, 8, 8, 8	634, 634, 634, 611, 634, 637, 637, 641	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 1, 2, 1, 1	SHAE2_76610.3	SBOV2_71550.1, SHAE2_76610.3	98.7	96.21451104100946
N0.HOG0006394	SBOV2_71540.1, SCUR1_71480.1, SGUI1_72570.1, SHAE2_76590.1, SINT2_70510.1, SRDH2_73410.1, Smp_340730.1, EWB00_002714	9, 9, 9, 9, 9, 9, 9, 9	766, 766, 766, 766, 766, 765, 765, 759	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 2, 1, 1, 1, 1	SBOV2_71540.1	SBOV2_71540.1, SCUR1_71480.1	99.7	99.86945169712794
N0.HOG0008071	SBOV2_50530.1, SCUR1_55020.1, SGUI1_55270.1, SHAE2_58240.1, SINT2_53500.1, SRDH2_56050.1, Smp_137700.1, EWB00_011181	9, 9, 9, 9, 9, 9, 9, 9	198, 198, 198, 198, 198, 208, 208, 198	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 1, 1, 1	SRDH2_56050.1	SBOV2_50530.1, SRDH2_56050.1	82.7	94.71153846153845
N0.HOG0006392	SBOV2_71430.1, SCUR1_71390.1, SGUI1_72470.1, SHAE2_76500.1, SINT2_70430.2, SRDH2_73530.1, Smp_170810.1, EWB00_002747	5, 5, 5, 5, 5, 5, 5, 4	671, 671, 671, 671, 671, 664, 664, 529	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 2, 2, 1, 1, 1	EWB00_002747	SRDH2_73530.1, EWB00_002747	87.9	79.81927710843374
N0.HOG0006391	SBOV2_71400.1, SCUR1_71360.1, SGUI1_72440.1, SHAE2_76470.1, SINT2_70400.1, SRDH2_73560.3, Smp_170790.1, EWB00_002752	4, 4, 4, 4, 4, 4, 4, 4	468, 466, 466, 424, 466, 471, 434, 465	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 3, 1, 1	SHAE2_76470.1	SBOV2_71400.1, SHAE2_76470.1	97.6	90.38461538461539
N0.HOG0006390	SBOV2_71220.1, SCUR1_71160.1, SGUI1_72240.1, SHAE2_76250.1, SINT2_70210.1, SRDH2_73750.1, Smp_336720.1, EWB00_002776	16, 15, 17, 16, 16, 16, 16, 16	1054, 966, 944, 1014, 1027, 966, 963, 901	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 1, 1, 1, 1, 1	EWB00_002776	SBOV2_71220.1, EWB00_002776	69.3	83.11195445920305
N0.HOG0006389	SBOV2_70960.2, SCUR1_70860.1, SGUI1_71940.1, SHAE2_75990.1, SINT2_69960.1, SRDH2_74030.1, Smp_092380.1, EWB00_007366	2, 2, 2, 2, 2, 2, 2, 2	145, 145, 144, 145, 145, 145, 145, 145	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 2, 1, 1, 1, 1	SBOV2_70960.2	SBOV2_70960.2, SCUR1_70860.1	100.0	99.3103448275862
N0.HOG0006388	SBOV2_70930.1, SCUR1_70830.1, SGUI1_71910.1, SHAE2_75960.1, SINT2_69930.1, SRDH2_74060.1, Smp_172610.1, EWB00_007368.1	7, 7, 7, 7, 7, 7, 7, 7	556, 556, 556, 556, 556, 561, 557, 542	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 1, 1, 1, 1, 1, 2	SBOV2_70930.1	SBOV2_70930.1, SCUR1_70830.1	97.8	99.82014388489209
N0.HOG0006387	SBOV2_70750.1, SCUR1_70660.2, SGUI1_71730.1, SHAE2_75790.1, SINT2_69760.1, SRDH2_74290.2, Smp_148790.1, EWB00_002741	30, 30, 30, 30, 30, 30, 30, 30	1755, 1755, 1755, 1755, 1755, 1754, 1754, 1766	1, 1, 1, 1, 1, 1, 1, 1	3, 1, 1, 1, 1, 1, 1, 1	SBOV2_70750.1	SBOV2_70750.1, SCUR1_70660.2	99.3	99.94301994301993
N0.HOG0006385	SBOV2_70500.1, SCUR1_70410.1, SGUI1_71490.1, SHAE2_75560.1, SINT2_69520.1, SRDH2_74550.1, Smp_050080.1, EWB00_006089	1, 1, 1, 1, 1, 1, 1, 1	452, 452, 452, 452, 452, 452, 452, 453	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 3, 1, 1	SRDH2_74550.1	SRDH2_74550.1, EWB00_006089	75.2	98.89624724061811
N0.HOG0006383	SBOV2_69900.1, SCUR1_69790.1, SGUI1_70850.1, SHAE2_74890.1, SINT2_68890.1, SRDH2_71860.1, Smp_304980.1, EWB00_000977.1	1, 1, 1, 1, 1, 1, 1, 2	453, 453, 457, 455, 456, 413, 415, 511	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 2, 1, 2	EWB00_000977.1	SRDH2_71860.1, EWB00_000977.1	51.5	88.45401174168298
N0.HOG0006382	SBOV2_69770.1, SCUR1_69650.2, SGUI1_70700.1, SHAE2_74770.1, SINT2_68740.1, SRDH2_71730.1, Smp_079000.1, EWB00_007919	2, 3, 2, 2, 2, 2, 2, 2	197, 197, 197, 197, 197, 197, 197, 201	1, 1, 1, 1, 1, 1, 1, 2	1, 2, 1, 1, 1, 1, 1, 2	EWB00_007919	SBOV2_69770.1, EWB00_007919	78.1	97.51243781094527
N0.HOG0006381	SBOV2_69750.1, SCUR1_69630.1, SGUI1_70680.1, SHAE2_74750.1, SINT2_68720.1, SRDH2_71710.1, Smp_344910.1, EWB00_007914	13, 12, 14, 16, 13, 14, 15, 7	1000, 822, 1053, 1077, 906, 1042, 1043, 384	1, 1, 1, 1, 1, 1, 1, 2	1, 2, 1, 1, 1, 1, 1, 2	EWB00_007914	SCUR1_69630.1, EWB00_007914	50.7	17.0316301703163
N0.HOG0006380	SBOV2_69590.1, SCUR1_69440.1, SGUI1_70510.1, SHAE2_74570.1, SINT2_68560.1, SRDH2_72240.1, Smp_053120.1, EWB00_009343	6, 6, 6, 6, 6, 6, 6, 3	337, 376, 407, 376, 376, 380, 380, 137	1, 1, 1, 1, 1, 1, 1, 1	1, 3, 1, 1, 1, 1, 1, 1	EWB00_009343	SBOV2_69590.1, EWB00_009343	72.5	20.474777448071215
N0.HOG0006409	SBOV2_73080.1, SCUR1_73170.1, SGUI1_74240.1, SHAE2_78370.1, SINT2_72220.1, SRDH2_75760.1, Smp_347090.1, EWB00_010933.1	9, 9, 9, 9, 9, 9, 9, 9	399, 399, 399, 399, 399, 399, 399, 373	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 2, 1, 1, 2	EWB00_010933.1	SGUI1_74240.1, EWB00_010933.1	92.1	89.22305764411027
N0.HOG0006379	SBOV2_69250.1, SCUR1_69080.1, SGUI1_70140.2, SHAE2_74210.1, SINT2_68210.1, SRDH2_71490.1, Smp_341750.1, EWB00_001601	5, 5, 5, 6, 5, 4, 5, 5	197, 197, 197, 188, 197, 165, 197, 197	1, 1, 1, 1, 1, 1, 1, 1	1, 2, 2, 1, 1, 1, 1, 1	SRDH2_71490.1	SBOV2_69250.1, SRDH2_71490.1	88.3	82.74111675126903
N0.HOG0006410	SBOV2_73260.1, SCUR1_73370.1, SGUI1_74420.1, SHAE2_78580.1, SINT2_72390.1, SRDH2_75930.1, Smp_342260.2, EWB00_009108	2, 3, 3, 3, 3, 3, 3, 3	253, 326, 326, 326, 326, 325, 325, 325	1, 1, 1, 1, 1, 1, 1, 1	2, 1, 1, 1, 1, 1, 2, 1	SBOV2_73260.1	SBOV2_73260.1, SCUR1_73370.1	100.0	77.30061349693251
N0.HOG0006412	SBOV2_73380.1, SCUR1_73500.1, SGUI1_74560.1, SHAE2_78710.1, SINT2_72500.1, SRDH2_76080.3, Smp_066960.1, EWB00_009138	4, 4, 7, 4, 7, 6, 7, 4	277, 277, 386, 277, 386, 346, 386, 275	1, 1, 1, 1, 1, 1, 1, 1	1, 1, 1, 1, 1, 3, 1, 1	SRDH2_76080.3	SBOV2_73380.1, SRDH2_76080.3	97.0	57.80346820809249
